season,date,home,away,hscore,ascore
2000,25-Nov-00,Northampton Saints,Bristol,24,6
2000,26-Nov-00,Bath,Rotherham Titans,42,19
2000,26-Nov-00,Newcastle Falcons,Saracens,32,27
2000,26-Nov-00,Wasps,Sale Sharks,33,24
2000,2-Dec-00,Bristol,Bath,16,9
2000,2-Dec-00,Leicester Tigers,Gloucester,31,28
2000,2-Dec-00,Rotherham Titans,Wasps,15,30
2000,2-Dec-00,Sale Sharks,Harlequins,35,10
2000,3-Dec-00,Saracens,Northampton Saints,10,30
2000,5-Dec-00,London Irish,Newcastle Falcons,19,17
2000,16-Dec-00,Northampton Saints,Gloucester,34,15
2000,16-Dec-00,Leicester Tigers,Bath,27,19
2000,16-Dec-00,London Irish,Wasps,14,13
2000,16-Dec-00,Sale Sharks,Rotherham Titans,45,12
2000,17-Dec-00,Bristol,Newcastle Falcons,27,14
2000,17-Dec-00,Saracens,Harlequins,26,18
2000,23-Dec-00,Sale Sharks,Bristol,25,26
2000,23-Dec-00,Bath,London Irish,56,20
2000,23-Dec-00,Rotherham Titans,Leicester Tigers,9,27
2000,23-Dec-00,Gloucester,Newcastle Falcons,28,13
2000,23-Dec-00,Wasps,Saracens,25,6
2000,23-Dec-00,Harlequins,Northampton Saints,25,34
2000,26-Dec-00,Bath,Leicester Tigers,16,17
2000,27-Dec-00,Newcastle Falcons,Bristol,23,15
2000,27-Dec-00,Harlequins,Saracens,14,30
2000,27-Dec-00,Gloucester,Northampton Saints,12,15
2000,27-Dec-00,Wasps,London Irish,29,16
2000,30-Dec-00,Northampton Saints,Wasps,18,21
2000,30-Dec-00,Saracens,Bath,11,31
2000,6-Jan-01,Bath,Northampton Saints,36,13
2000,6-Jan-01,Rotherham Titans,Saracens,19,8
2000,6-Jan-01,Bristol,Gloucester,18,9
2000,6-Feb-01,Leicester Tigers,Bristol,17,10
2000,6-Feb-01,Harlequins,Gloucester,21,19
2000,10-Feb-01,Northampton Saints,Rotherham Titans,42,0
2000,10-Feb-01,Gloucester,Wasps,3,28
2000,10-Feb-01,London Irish,Leicester Tigers,9,28
2000,11-Feb-01,Newcastle Falcons,Bath,24,23
2000,11-Feb-01,Bristol,Harlequins,13,9
2000,11-Feb-01,Saracens,Sale Sharks,44,30
2000,20-Feb-01,London Irish,Rotherham Titans,54,11
2000,24-Feb-01,Bath,Gloucester,50,16
2000,24-Feb-01,Leicester Tigers,Saracens,56,15
2000,24-Feb-01,London Irish,Bristol,26,26
2000,24-Feb-01,Northampton Saints,Sale Sharks,32,26
2000,6-Mar-01,Newcastle Falcons,Harlequins,22,24
2000,6-Mar-01,Leicester Tigers,Sale Sharks,24,12
2000,10-Mar-01,Northampton Saints,Leicester Tigers,9,12
2000,10-Mar-01,Gloucester,Rotherham Titans,50,17
2000,10-Mar-01,Harlequins,Bath,24,22
2000,11-Mar-01,Newcastle Falcons,Sale Sharks,48,24
2000,11-Mar-01,Bristol,Wasps,12,24
2000,11-Mar-01,Saracens,London Irish,35,22
2000,14-Mar-01,London Irish,Bath,13,58
2000,17-Mar-01,Leicester Tigers,Newcastle Falcons,51,7
2000,17-Mar-01,Bath,Wasps,16,13
2000,17-Mar-01,Rotherham Titans,Harlequins,12,32
2000,17-Mar-01,London Irish,Northampton Saints,13,10
2000,17-Mar-01,Sale Sharks,Gloucester,16,24
2000,18-Mar-01,Saracens,Bristol,24,13
2000,24-Mar-01,Rotherham Titans,Sale Sharks,13,39
2000,28-Mar-01,Wasps,Newcastle Falcons,44,7
2000,31-Mar-01,Bath,Bristol,19,16
2000,31-Mar-01,Gloucester,Leicester Tigers,22,13
2000,31-Mar-01,Harlequins,Sale Sharks,36,10
2000,31-Mar-01,Northampton Saints,Saracens,25,14
2000,1-Apr-01,Newcastle Falcons,London Irish,42,35
2000,1-Apr-01,Wasps,Rotherham Titans,58,3
2000,10-Apr-01,Rotherham Titans,Newcastle Falcons,36,39
2000,10-Apr-01,Sale Sharks,London Irish,43,18
2000,10-Apr-01,Wasps,Harlequins,38,19
2000,14-Apr-01,Sale Sharks,Wasps,29,59
2000,14-Apr-01,Leicester Tigers,Harlequins,37,5
2000,14-Apr-01,Rotherham Titans,Bath,12,68
2000,15-Apr-01,Saracens,Newcastle Falcons,34,29
2000,16-Apr-01,Bristol,Northampton Saints,46,16
2000,16-Apr-01,London Irish,Gloucester,35,10
2000,28-Apr-01,Leicester Tigers,London Irish,24,11
2000,28-Apr-01,Northampton Saints,Saracens,45,17
2000,28-Apr-01,Bath,Newcastle Falcons,18,9
2000,29-Apr-01,Wasps,Gloucester,18,6
2000,5-May-01,Leicester Tigers,Northampton Saints,17,13
2000,6-May-01,Wasps,Bath,31,36
2000,13-May-01,Leicester Tigers,Bath,22,10
2001,1-Sep-01,Gloucester,Northampton Saints,22,9
2001,1-Sep-01,Harlequins,London Irish,21,32
2001,2-Sep-01,Newcastle Falcons,Leicester Tigers,19,16
2001,2-Sep-01,Leeds,Bath,10,6
2001,2-Sep-01,Bristol,Sale Sharks,25,35
2001,2-Sep-01,Wasps,Saracens,12,8
2001,8-Sep-01,Harlequins,Bristol,32,38
2001,8-Sep-01,Saracens,Gloucester,34,30
2001,8-Sep-01,Leicester Tigers,Wasps,45,15
2001,8-Sep-01,Northampton Saints,Bath,26,7
2001,8-Sep-01,Sale Sharks,Newcastle Falcons,37,11
2001,9-Sep-01,London Irish,Leeds,42,14
2001,15-Sep-01,Bath,Saracens,20,27
2001,15-Sep-01,Gloucester,Leicester Tigers,18,40
2001,16-Sep-01,Leeds,Northampton Saints,6,26
2001,16-Sep-01,Newcastle Falcons,Harlequins,6,6
2001,16-Sep-01,Bristol,London Irish,19,19
2001,16-Sep-01,Wasps,Sale Sharks,21,40
2001,22-Sep-01,Leicester Tigers,Bath,48,9
2001,22-Sep-01,Harlequins,Wasps,33,13
2001,22-Sep-01,Sale Sharks,Gloucester,21,44
2001,23-Sep-01,Bristol,Leeds,34,29
2001,23-Sep-01,London Irish,Newcastle Falcons,18,22
2001,23-Sep-01,Saracens,Northampton Saints,25,20
2001,13-Oct-01,Bath,Sale Sharks,20,17
2001,13-Oct-01,Gloucester,Harlequins,33,7
2001,13-Oct-01,Northampton Saints,Leicester Tigers,11,21
2001,14-Oct-01,Wasps,London Irish,15,20
2001,14-Oct-01,Leeds,Saracens,27,14
2001,14-Oct-01,Newcastle Falcons,Bristol,37,20
2001,20-Oct-01,Sale Sharks,Northampton Saints,34,14
2001,20-Oct-01,Leicester Tigers,Saracens,36,10
2001,20-Oct-01,Harlequins,Bath,15,8
2001,21-Oct-01,Newcastle Falcons,Leeds,19,8
2001,21-Oct-01,Bristol,Wasps,43,22
2001,21-Oct-01,London Irish,Gloucester,19,15
2001,9-Nov-01,Northampton Saints,Harlequins,13,13
2001,10-Nov-01,Gloucester,Bristol,51,17
2001,11-Nov-01,Bath,London Irish,19,11
2001,11-Nov-01,Leeds,Leicester Tigers,37,16
2001,11-Nov-01,Wasps,Newcastle Falcons,30,33
2001,11-Nov-01,Saracens,Sale Sharks,26,25
2001,16-Nov-01,Harlequins,Saracens,43,6
2001,17-Nov-01,Sale Sharks,Leicester Tigers,3,37
2001,18-Nov-01,Wasps,Leeds,64,14
2001,18-Nov-01,Newcastle Falcons,Gloucester,18,16
2001,18-Nov-01,Bristol,Bath,31,17
2001,18-Nov-01,London Irish,Northampton Saints,48,12
2001,22-Nov-01,Saracens,London Irish,13,55
2001,23-Nov-01,Gloucester,Wasps,43,13
2001,23-Nov-01,Leicester Tigers,Harlequins,23,18
2001,25-Nov-01,Bath,Newcastle Falcons,24,9
2001,25-Nov-01,Leeds,Sale Sharks,20,47
2001,25-Nov-01,Northampton Saints,Bristol,20,23
2001,1-Dec-01,Gloucester,Leeds,58,17
2001,1-Dec-01,Harlequins,Sale Sharks,16,23
2001,2-Dec-01,Newcastle Falcons,Northampton Saints,13,28
2001,2-Dec-01,Bristol,Saracens,22,25
2001,2-Dec-01,London Irish,Leicester Tigers,15,30
2001,2-Dec-01,Wasps,Bath,23,10
2001,8-Dec-01,Sale Sharks,London Irish,19,19
2001,8-Dec-01,Bath,Gloucester,12,9
2001,8-Dec-01,Leicester Tigers,Bristol,26,19
2001,8-Dec-01,Northampton Saints,Wasps,23,10
2001,9-Dec-01,Saracens,Newcastle Falcons,19,24
2001,9-Dec-01,Leeds,Harlequins,23,18
2001,22-Dec-01,Harlequins,Leicester Tigers,21,38
2001,23-Dec-01,London Irish,Saracens,30,23
2001,27-Dec-01,Leicester Tigers,Sale Sharks,33,10
2001,29-Dec-01,Bath,Bristol,15,9
2001,29-Dec-01,Gloucester,Newcastle Falcons,29,25
2001,29-Dec-01,Northampton Saints,London Irish,24,15
2001,30-Dec-01,Leeds,Wasps,18,28
2001,30-Dec-01,Saracens,Harlequins,39,25
2001,26-Jan-02,Harlequins,Northampton Saints,16,24
2001,27-Jan-02,Newcastle Falcons,Wasps,22,23
2001,9-Feb-02,Bath,Harlequins,18,9
2001,9-Feb-02,Gloucester,London Irish,29,22
2001,9-Feb-02,Northampton Saints,Sale Sharks,10,20
2001,9-Feb-02,Saracens,Leicester Tigers,7,48
2001,10-Feb-02,Leeds,Newcastle Falcons,9,19
2001,10-Feb-02,Wasps,Bristol,34,16
2001,23-Feb-02,Sale Sharks,Bath,20,14
2001,23-Feb-02,Leicester Tigers,Northampton Saints,17,6
2001,23-Feb-02,Harlequins,Gloucester,6,18
2001,24-Feb-02,Bristol,Newcastle Falcons,33,17
2001,24-Feb-02,London Irish,Wasps,31,17
2001,24-Feb-02,Saracens,Leeds,15,37
2001,9-Mar-02,Bath,Leicester Tigers,9,27
2001,9-Mar-02,Gloucester,Sale Sharks,42,14
2001,10-Mar-02,Leeds,Bristol,24,6
2001,16-Mar-02,Leicester Tigers,Gloucester,27,10
2001,16-Mar-02,London Irish,Bristol,24,13
2001,16-Mar-02,Harlequins,Newcastle Falcons,33,19
2001,16-Mar-02,Northampton Saints,Leeds,34,14
2001,16-Mar-02,Sale Sharks,Wasps,27,22
2001,17-Mar-02,Saracens,Bath,33,11
2001,30-Mar-02,Gloucester,Saracens,36,13
2001,30-Mar-02,Bath,Northampton Saints,11,29
2001,31-Mar-02,Leeds,London Irish,24,29
2001,31-Mar-02,Newcastle Falcons,Sale Sharks,30,10
2001,31-Mar-02,Bristol,Harlequins,43,27
2001,31-Mar-02,Wasps,Leicester Tigers,36,24
2001,10-Apr-02,Wasps,Gloucester,44,9
2001,10-Apr-02,London Irish,Bath,31,15
2001,13-Apr-02,Bath,Leeds,23,12
2001,13-Apr-02,Northampton Saints,Gloucester,58,21
2001,13-Apr-02,Leicester Tigers,Newcastle Falcons,20,12
2001,13-Apr-02,Sale Sharks,Bristol,53,47
2001,14-Apr-02,London Irish,Harlequins,18,18
2001,14-Apr-02,Saracens,Wasps,14,20
2001,19-Apr-02,Leicester Tigers,Leeds,31,10
2001,19-Apr-02,Sale Sharks,Saracens,23,3
2001,21-Apr-02,Bristol,Gloucester,40,41
2001,26-Apr-02,Wasps,Harlequins,16,6
2001,27-Apr-02,Northampton Saints,Saracens,52,27
2001,28-Apr-02,Newcastle Falcons,Bath,36,9
2001,3-May-02,Harlequins,Leeds,40,16
2001,4-May-02,Gloucester,Bath,68,12
2001,4-May-02,Wasps,Northampton Saints,17,6
2001,5-May-02,Newcastle Falcons,Saracens,47,18
2001,5-May-02,Bristol,Leicester Tigers,38,21
2001,5-May-02,London Irish,Sale Sharks,32,36
2001,8-May-02,Newcastle Falcons,London Irish,33,28
2001,8-May-02,Sale Sharks,Leeds,35,20
2001,8-May-02,Bristol,Northampton Saints,27,37
2001,12-May-02,Bath,Wasps,22,24
2001,12-May-02,Leeds,Gloucester,17,50
2001,12-May-02,Leicester Tigers,London Irish,34,16
2001,12-May-02,Northampton Saints,Newcastle Falcons,24,19
2001,12-May-02,Sale Sharks,Harlequins,40,11
2001,12-May-02,Saracens,Bristol,26,28
2001,18-May-02,Leicester Tigers,Bristol,13,27
2001,18-May-02,Gloucester,Newcastle Falcons,60,9
2001,19-May-02,London Irish,Northampton Saints,14,38
2001,19-May-02,Sale Sharks,Wasps,43,27
2001,1-Jun-02,Bristol,Northampton Saints,32,24
2001,2-Jun-02,Sale Sharks,Gloucester,11,33
2001,8-Jun-02,Bristol,Gloucester,23,28
2002,30-Aug-02,Sale Sharks,Northampton Saints,24,21
2002,31-Aug-02,Leeds,Leicester Tigers,26,13
2002,31-Aug-02,Harlequins,Gloucester,19,25
2002,1-Sep-02,Newcastle Falcons,Wasps,24,17
2002,1-Sep-02,Bristol,Saracens,30,45
2002,1-Sep-02,London Irish,Bath,22,24
2002,7-Sep-02,Northampton Saints,Newcastle Falcons,31,13
2002,7-Sep-02,Gloucester,Sale Sharks,44,8
2002,7-Sep-02,Leicester Tigers,Harlequins,30,6
2002,8-Sep-02,Leeds,London Irish,41,16
2002,8-Sep-02,Wasps,Bristol,38,35
2002,8-Sep-02,Saracens,Bath,28,3
2002,13-Sep-02,Sale Sharks,Leicester Tigers,29,16
2002,14-Sep-02,Bath,Wasps,27,27
2002,14-Sep-02,Harlequins,Leeds,23,33
2002,15-Sep-02,Newcastle Falcons,Gloucester,19,22
2002,15-Sep-02,Bristol,Northampton Saints,28,36
2002,15-Sep-02,London Irish,Saracens,32,10
2002,20-Sep-02,Leeds,Sale Sharks,29,29
2002,21-Sep-02,Gloucester,Bristol,45,18
2002,21-Sep-02,Leicester Tigers,Newcastle Falcons,52,9
2002,21-Sep-02,Harlequins,London Irish,29,19
2002,21-Sep-02,Northampton Saints,Bath,24,3
2002,22-Sep-02,Wasps,Saracens,51,23
2002,27-Sep-02,Sale Sharks,Harlequins,20,16
2002,28-Sep-02,Saracens,Northampton Saints,31,19
2002,28-Sep-02,Bath,Gloucester,21,21
2002,29-Sep-02,Newcastle Falcons,Leeds,27,20
2002,29-Sep-02,Bristol,Leicester Tigers,25,20
2002,29-Sep-02,London Irish,Wasps,21,31
2002,5-Oct-02,Sale Sharks,London Irish,36,14
2002,5-Oct-02,Gloucester,Saracens,44,14
2002,5-Oct-02,Leicester Tigers,Bath,22,20
2002,5-Oct-02,Harlequins,Newcastle Falcons,47,23
2002,5-Oct-02,Northampton Saints,Wasps,34,20
2002,6-Oct-02,Leeds,Bristol,25,13
2002,26-Oct-02,Wasps,Gloucester,23,16
2002,26-Oct-02,Bath,Leeds,20,22
2002,27-Oct-02,Newcastle Falcons,Sale Sharks,31,20
2002,27-Oct-02,London Irish,Northampton Saints,12,14
2002,27-Oct-02,Saracens,Leicester Tigers,18,26
2002,1-Nov-02,Sale Sharks,Bristol,28,14
2002,2-Nov-02,Harlequins,Bath,18,9
2002,2-Nov-02,Gloucester,Northampton Saints,18,9
2002,2-Nov-02,Leicester Tigers,Wasps,9,6
2002,3-Nov-02,Leeds,Saracens,27,18
2002,3-Nov-02,Newcastle Falcons,London Irish,16,24
2002,9-Nov-02,Northampton Saints,Leicester Tigers,3,16
2002,10-Nov-02,Bath,Sale Sharks,24,18
2002,10-Nov-02,London Irish,Gloucester,19,40
2002,10-Nov-02,Bristol,Newcastle Falcons,38,10
2002,10-Nov-02,Wasps,Leeds,27,27
2002,10-Nov-02,Saracens,Harlequins,36,30
2002,15-Nov-02,Leicester Tigers,Gloucester,20,15
2002,15-Nov-02,Sale Sharks,Saracens,37,26
2002,17-Nov-02,Leeds,Northampton Saints,26,19
2002,17-Nov-02,Newcastle Falcons,Bath,20,24
2002,17-Nov-02,Bristol,London Irish,32,32
2002,17-Nov-02,Harlequins,Wasps,27,14
2002,23-Nov-02,Northampton Saints,Harlequins,35,7
2002,24-Nov-02,Bath,Bristol,19,30
2002,24-Nov-02,Gloucester,Leeds,28,10
2002,24-Nov-02,London Irish,Leicester Tigers,27,7
2002,24-Nov-02,Wasps,Sale Sharks,25,32
2002,24-Nov-02,Saracens,Newcastle Falcons,17,13
2002,29-Nov-02,Sale Sharks,Bath,36,18
2002,30-Nov-02,Gloucester,London Irish,25,20
2002,30-Nov-02,Harlequins,Saracens,36,32
2002,30-Nov-02,Leicester Tigers,Northampton Saints,12,25
2002,1-Dec-02,Leeds,Wasps,15,18
2002,1-Dec-02,Newcastle Falcons,Bristol,12,20
2002,27-Dec-02,Wasps,Leicester Tigers,26,13
2002,28-Dec-02,Bath,Harlequins,23,9
2002,28-Dec-02,Northampton Saints,Gloucester,13,16
2002,29-Dec-02,Bristol,Sale Sharks,18,6
2002,29-Dec-02,London Irish,Newcastle Falcons,20,0
2002,29-Dec-02,Saracens,Leeds,11,6
2002,3-Jan-03,Leeds,Bath,20,7
2002,3-Jan-03,Sale Sharks,Newcastle Falcons,38,3
2002,4-Jan-03,Gloucester,Wasps,24,17
2002,4-Jan-03,Leicester Tigers,Saracens,23,18
2002,4-Jan-03,Harlequins,Bristol,26,17
2002,4-Jan-03,Northampton Saints,London Irish,10,22
2002,1-Feb-03,Newcastle Falcons,Harlequins,32,17
2002,1-Feb-03,Bath,Leicester Tigers,8,15
2002,2-Feb-03,Bristol,Leeds,12,17
2002,2-Feb-03,London Irish,Sale Sharks,11,23
2002,2-Feb-03,Wasps,Northampton Saints,16,9
2002,2-Feb-03,Saracens,Gloucester,22,29
2002,7-Feb-03,Leeds,Newcastle Falcons,12,17
2002,8-Feb-03,Leicester Tigers,Bristol,40,6
2002,8-Feb-03,Gloucester,Bath,29,16
2002,8-Feb-03,Harlequins,Sale Sharks,0,45
2002,8-Feb-03,Northampton Saints,Saracens,34,25
2002,9-Feb-03,Wasps,London Irish,35,11
2002,1-Mar-03,Bath,Saracens,30,9
2002,1-Mar-03,Wasps,Newcastle Falcons,13,12
2002,2-Mar-03,Bristol,Harlequins,48,41
2002,15-Mar-03,Bath,Northampton Saints,10,27
2002,15-Mar-03,Sale Sharks,Leeds,32,20
2002,16-Mar-03,London Irish,Harlequins,6,16
2002,16-Mar-03,Newcastle Falcons,Leicester Tigers,24,22
2002,16-Mar-03,Bristol,Gloucester,21,38
2002,16-Mar-03,Saracens,Wasps,31,42
2002,4-Apr-03,Leeds,Harlequins,23,22
2002,6-Apr-03,Wasps,Bath,36,17
2002,6-Apr-03,Saracens,London Irish,12,14
2002,6-Apr-03,Leicester Tigers,Sale Sharks,33,20
2002,10-Apr-03,Bath,London Irish,18,15
2002,12-Apr-03,Gloucester,Newcastle Falcons,25,23
2002,16-Apr-03,Northampton Saints,Bristol,43,13
2002,18-Apr-03,Sale Sharks,Gloucester,30,30
2002,19-Apr-03,Harlequins,Leicester Tigers,17,9
2002,20-Apr-03,Bristol,Wasps,19,34
2002,20-Apr-03,London Irish,Leeds,14,26
2002,20-Apr-03,Newcastle Falcons,Northampton Saints,22,20
2002,26-Apr-03,Gloucester,Harlequins,29,11
2002,26-Apr-03,Leicester Tigers,Leeds,18,17
2002,26-Apr-03,Northampton Saints,Sale Sharks,27,17
2002,29-Apr-03,Saracens,Bristol,17,16
2002,2-May-03,Harlequins,Northampton Saints,19,31
2002,3-May-03,Leicester Tigers,London Irish,19,20
2002,3-May-03,Sale Sharks,Wasps,9,16
2002,4-May-03,Leeds,Gloucester,30,23
2002,4-May-03,Bristol,Bath,30,20
2002,4-May-03,Newcastle Falcons,Saracens,26,22
2002,10-May-03,Bath,Newcastle Falcons,24,12
2002,10-May-03,Gloucester,Leicester Tigers,31,13
2002,10-May-03,London Irish,Bristol,41,21
2002,10-May-03,Wasps,Harlequins,21,25
2002,10-May-03,Northampton Saints,Leeds,28,6
2002,10-May-03,Saracens,Sale Sharks,34,19
2002,17-May-03,Wasps,Northampton Saints,19,10
2002,31-May-03,Gloucester,Wasps,3,39
2002,14-May-03,Harlequins,Leicester Tigers,26,23
2002,14-May-03,Saracens,Leeds,57,21
2002,18-May-03,Leicester Tigers,Harlequins,28,13
2002,18-May-03,Leeds,Saracens,27,13
2002,31-May-03,Leicester Tigers,Saracens,27,20
2003,12-Sep-03,Sale Sharks,Northampton Saints,37,37
2003,13-Sep-03,Harlequins,Wasps,33,27
2003,13-Sep-03,Gloucester,Rotherham Titans,22,8
2003,13-Sep-03,Leicester Tigers,London Irish,29,19
2003,14-Sep-03,Leeds,Bath,32,44
2003,14-Sep-03,Newcastle Falcons,Saracens,20,25
2003,20-Sep-03,Bath,Northampton Saints,24,6
2003,20-Sep-03,Rotherham Titans,Harlequins,15,43
2003,21-Sep-03,London Irish,Gloucester,16,10
2003,21-Sep-03,Wasps,Leeds,33,10
2003,21-Sep-03,Newcastle Falcons,Sale Sharks,9,8
2003,21-Sep-03,Saracens,Leicester Tigers,19,19
2003,26-Sep-03,Leicester Tigers,Newcastle Falcons,28,21
2003,26-Sep-03,Sale Sharks,Bath,9,14
2003,26-Sep-03,Leeds,Rotherham Titans,23,13
2003,27-Sep-03,Gloucester,Saracens,30,7
2003,27-Sep-03,Harlequins,London Irish,15,10
2003,27-Sep-03,Northampton Saints,Wasps,27,17
2003,4-Oct-03,Leicester Tigers,Sale Sharks,16,22
2003,4-Oct-03,Rotherham Titans,Northampton Saints,13,42
2003,5-Oct-03,Wasps,Bath,19,20
2003,5-Oct-03,London Irish,Leeds,31,16
2003,5-Oct-03,Newcastle Falcons,Gloucester,42,22
2003,5-Oct-03,Saracens,Harlequins,39,33
2003,10-Oct-03,Sale Sharks,Wasps,33,37
2003,11-Oct-03,Bath,Rotherham Titans,47,3
2003,11-Oct-03,Gloucester,Leicester Tigers,24,3
2003,11-Oct-03,Harlequins,Newcastle Falcons,18,11
2003,11-Oct-03,Northampton Saints,London Irish,24,30
2003,12-Oct-03,Leeds,Saracens,41,31
2003,17-Oct-03,Rotherham Titans,Sale Sharks,14,28
2003,18-Oct-03,Harlequins,Gloucester,0,16
2003,18-Oct-03,Northampton Saints,Newcastle Falcons,33,20
2003,19-Oct-03,Bath,Saracens,25,3
2003,19-Oct-03,Leeds,Leicester Tigers,39,18
2003,19-Oct-03,Wasps,London Irish,22,15
2003,25-Oct-03,Newcastle Falcons,Bath,19,17
2003,25-Oct-03,Gloucester,Leeds,24,19
2003,25-Oct-03,Leicester Tigers,Northampton Saints,15,32
2003,25-Oct-03,Harlequins,Sale Sharks,21,30
2003,26-Oct-03,London Irish,Rotherham Titans,47,26
2003,26-Oct-03,Saracens,Wasps,3,42
2003,31-Oct-03,Sale Sharks,London Irish,26,28
2003,31-Oct-03,Leeds,Harlequins,16,30
2003,1-Nov-03,Bath,Leicester Tigers,31,17
2003,1-Nov-03,Northampton Saints,Gloucester,30,17
2003,1-Nov-03,Rotherham Titans,Saracens,12,25
2003,2-Nov-03,Wasps,Newcastle Falcons,30,26
2003,8-Nov-03,Sale Sharks,Leeds,37,21
2003,8-Nov-03,Gloucester,Bath,14,20
2003,8-Nov-03,Leicester Tigers,Wasps,32,22
2003,8-Nov-03,Harlequins,Northampton Saints,43,21
2003,9-Nov-03,Newcastle Falcons,Rotherham Titans,56,10
2003,9-Nov-03,Saracens,London Irish,31,34
2003,21-Nov-03,Wasps,Gloucester,20,12
2003,21-Nov-03,Sale Sharks,Saracens,33,3
2003,22-Nov-03,Bath,Harlequins,18,10
2003,22-Nov-03,Northampton Saints,Leeds,48,24
2003,22-Nov-03,Rotherham Titans,Leicester Tigers,17,27
2003,23-Nov-03,London Irish,Newcastle Falcons,15,19
2003,29-Nov-03,Newcastle Falcons,Wasps,20,23
2003,29-Nov-03,Gloucester,Northampton Saints,28,20
2003,29-Nov-03,Leicester Tigers,Bath,12,13
2003,29-Nov-03,Harlequins,Leeds,9,16
2003,30-Nov-03,London Irish,Sale Sharks,9,3
2003,30-Nov-03,Saracens,Rotherham Titans,29,10
2003,19-Dec-03,Sale Sharks,Harlequins,27,27
2003,20-Dec-03,Rotherham Titans,London Irish,10,15
2003,20-Dec-03,Bath,Newcastle Falcons,20,10
2003,20-Dec-03,Northampton Saints,Leicester Tigers,14,0
2003,21-Dec-03,Leeds,Gloucester,22,18
2003,21-Dec-03,Wasps,Saracens,41,0
2003,27-Dec-03,Gloucester,Harlequins,18,17
2003,27-Dec-03,Leicester Tigers,Leeds,39,11
2003,27-Dec-03,Sale Sharks,Rotherham Titans,35,7
2003,27-Dec-03,Saracens,Bath,15,24
2003,27-Dec-03,London Irish,Wasps,19,34
2003,28-Dec-03,Newcastle Falcons,Northampton Saints,23,19
2003,1-Jan-04,Saracens,Leeds,27,3
2003,3-Jan-04,Leicester Tigers,Gloucester,18,28
2003,4-Jan-04,Newcastle Falcons,Harlequins,25,29
2003,4-Jan-04,London Irish,Northampton Saints,15,36
2003,4-Jan-04,Wasps,Sale Sharks,26,10
2003,4-Jan-04,Rotherham Titans,Bath,18,34
2003,6-Feb-04,Sale Sharks,Leicester Tigers,3,3
2003,6-Feb-04,Leeds,London Irish,9,16
2003,7-Feb-04,Bath,Wasps,6,10
2003,7-Feb-04,Gloucester,Newcastle Falcons,36,12
2003,7-Feb-04,Harlequins,Saracens,12,10
2003,7-Feb-04,Northampton Saints,Rotherham Titans,18,8
2003,14-Feb-04,Rotherham Titans,Wasps,20,27
2003,14-Feb-04,Gloucester,Sale Sharks,38,12
2003,15-Feb-04,Saracens,Northampton Saints,18,22
2003,15-Feb-04,Newcastle Falcons,Leeds,25,28
2003,21-Feb-04,Bath,Leeds,22,13
2003,21-Feb-04,London Irish,Leicester Tigers,9,22
2003,21-Feb-04,Northampton Saints,Sale Sharks,51,12
2003,22-Feb-04,Rotherham Titans,Gloucester,21,35
2003,22-Feb-04,Saracens,Newcastle Falcons,32,27
2003,22-Feb-04,Wasps,Harlequins,22,21
2003,19-Mar-04,Leicester Tigers,Harlequins,30,21
2003,21-Mar-04,London Irish,Bath,20,21
2003,26-Mar-04,Sale Sharks,Gloucester,38,20
2003,27-Mar-04,Bath,London Irish,23,21
2003,27-Mar-04,Harlequins,Leicester Tigers,20,23
2003,27-Mar-04,Northampton Saints,Saracens,24,3
2003,28-Mar-04,Leeds,Newcastle Falcons,30,30
2003,28-Mar-04,Wasps,Rotherham Titans,39,11
2003,2-Apr-04,Rotherham Titans,Leeds,20,34
2003,3-Apr-04,Bath,Sale Sharks,16,12
2003,3-Apr-04,Saracens,Gloucester,8,16
2003,4-Apr-04,London Irish,Harlequins,15,15
2003,4-Apr-04,Wasps,Northampton Saints,31,5
2003,4-Apr-04,Newcastle Falcons,Leicester Tigers,25,25
2003,16-Apr-04,Leicester Tigers,Saracens,38,10
2003,16-Apr-04,Harlequins,Rotherham Titans,43,20
2003,18-Apr-04,Northampton Saints,Bath,16,6
2003,18-Apr-04,Leeds,Wasps,7,11
2003,18-Apr-04,Gloucester,London Irish,28,13
2003,23-Apr-04,Sale Sharks,Newcastle Falcons,41,16
2003,1-May-04,Gloucester,Wasps,28,25
2003,1-May-04,Leicester Tigers,Rotherham Titans,75,13
2003,2-May-04,Harlequins,Bath,25,22
2003,2-May-04,Leeds,Northampton Saints,15,31
2003,2-May-04,Newcastle Falcons,London Irish,15,16
2003,2-May-04,Saracens,Sale Sharks,39,23
2003,8-May-04,Bath,Gloucester,41,7
2003,8-May-04,Leeds,Sale Sharks,20,31
2003,8-May-04,London Irish,Saracens,14,20
2003,8-May-04,Wasps,Leicester Tigers,17,48
2003,8-May-04,Northampton Saints,Harlequins,18,17
2003,8-May-04,Rotherham Titans,Newcastle Falcons,20,26
2003,16-May-04,Wasps,Northampton Saints,57,20
2003,29-May-04,Bath,Wasps,6,10
2003,15-May-04,Gloucester,Sale Sharks,44,35
2003,26-May-04,Leicester Tigers,Harlequins,43,26
2003,29-May-04,Sale Sharks,Leicester Tigers,27,48
2004,4-Sep-04,London Irish,Harlequins,18,12
2004,4-Sep-04,Northampton Saints,Bath,29,14
2004,4-Sep-04,Saracens,Wasps,13,11
2004,5-Sep-04,Sale Sharks,Leicester Tigers,26,19
2004,5-Sep-04,Leeds,Gloucester,16,21
